playlist_idx,hybrid_recommendations
18788,"[212881, 172218, 207476, 34319, 232829, 57996, 113368, 115704, 162412, 247450, 174692, 251617, 202567, 216260, 61398, 102026, 1287, 35659, 180201, 56073, 244627, 19378, 249070, 146012, 24004, 131992, 47657, 130606, 186289, 224422, 143755, 164042, 113242, 50040, 191177, 178754, 220747, 48557, 6666, 77604, 89133, 209609, 207539, 163571, 140469, 61156, 195238, 243676, 249785, 16775]"
18791,"[64550, 203557, 16769, 103098, 237415, 143123, 72522, 50047, 180201, 153789, 68163, 104413, 14975, 219734, 218755, 193787, 216252, 131429, 129996, 70529, 230184, 210354, 62064, 49453, 90973, 241787, 65433, 19825, 189386, 143095, 74662, 121753, 229720, 251689, 124237, 60803, 215457, 156348, 190816, 209437, 99481, 24902, 130094, 139096, 191426, 62757, 204678, 242528, 245084, 6089]"
18793,"[103098, 116049, 203557, 237495, 58505, 235367, 193787, 250306, 216374, 121753, 242528, 84826, 221079, 35237, 191177, 99481, 64550, 204273, 29920, 86790, 143123, 184725, 54047, 16769, 13475, 130724, 72522, 124237, 30051, 14975, 237415, 65433, 68163, 153789, 63263, 36171, 225936, 149636, 9092, 110859, 250666, 203856, 249785, 219734, 169595, 27407, 205833, 251689, 7627, 180201]"
18810,"[58141, 66741, 148753, 38245, 116526, 168507, 176401, 73995, 168606, 23543, 129898, 48091, 87043, 168149, 186858, 20205, 6666, 192049, 7580, 148390, 93988, 74117, 175382, 77657, 78618, 102410, 10137, 208864, 147317, 155540, 243721, 129186, 45402, 905, 221506, 20655, 179215, 121753, 177055, 246233, 235367, 16769, 171412, 250245, 102468, 193941, 57687, 148285, 17731, 204596]"
18815,"[180201, 207513, 68844, 237495, 121753, 168606, 103098, 149636, 99481, 86790, 116049, 235367, 24902, 191177, 203253, 124094, 72522, 63263, 209437, 122336, 169595, 221079, 152463, 250306, 245418, 249785, 102584, 53497, 64021, 102026, 67273, 13475, 233897, 247450, 184725, 20673, 202244, 118618, 41723, 26659, 170299, 251689, 181640, 130724, 115454, 30051, 225936, 206765, 96114, 203557]"
18821,"[237495, 237415, 64550, 53497, 14975, 54047, 250306, 50047, 203557, 5894, 30051, 70529, 190816, 7627, 153789, 103098, 210354, 27071, 166690, 241787, 104413, 129996, 130094, 195884, 99481, 8445, 65143, 77655, 216240, 49453, 139096, 143095, 99868, 122751, 191177, 155439, 90973, 86135, 234425, 68844, 234471, 193787, 63084, 215457, 204678, 182651, 149530, 156348, 149917, 35237]"
18825,"[231436, 249109, 93098, 20673, 29032, 165917, 118317, 224606, 47143, 12634, 41929, 226723, 206931, 24902, 242528, 11188, 142306, 115454, 77745, 181069, 189473, 33882, 49263, 110461, 116049, 181767, 90560, 237455, 228264, 218307, 115172, 39885, 125888, 230921, 81718, 12771, 193620, 80649, 207166, 216292, 211245, 151479, 125874, 234725, 89797, 65826, 53105, 67409, 249785, 112037]"
18833,"[173813, 39413, 138775, 57263, 75113, 69920, 16846, 108564, 24985, 166527, 64637, 82497, 23892, 225008, 168205, 242980, 251879, 44410, 129970, 175352, 69255, 252193, 136951, 165497, 174753, 190725, 11702, 45282, 245373, 233275, 14350, 100313, 13374, 90103, 211269, 178396, 43471, 120983, 172523, 217733, 1065, 81826, 228264, 245523, 9842, 71335, 35498, 242528, 70922, 140087]"
18834,"[32793, 225394, 196135, 126330, 145634, 80496, 60304, 64166, 85508, 13191, 83087, 53316, 30534, 78942, 106804, 26840, 168210, 221049, 203184, 170831, 1706, 92506, 251981, 31570, 190572, 142031, 199180, 56321, 62531, 152458, 51136, 154977, 199341, 172600, 212486, 60309, 17425, 183969, 116591, 213324, 56592, 97551, 139725, 245662, 128613, 9096, 202820, 150681, 210611, 136311]"
18840,"[237495, 235367, 140314, 16769, 53497, 237415, 14975, 131429, 116049, 143123, 241787, 72522, 203557, 216374, 174543, 159681, 250306, 54047, 64550, 130094, 5894, 153789, 30051, 216252, 2000, 68844, 215457, 50047, 68922, 195884, 70529, 32765, 230184, 85556, 234425, 16252, 131216, 151584, 90973, 7627, 84826, 218755, 58505, 179215, 251815, 90724, 146644, 8445, 180819, 11397]"
18856,"[86790, 50047, 232281, 64550, 235367, 58505, 68163, 129996, 149917, 131429, 207513, 49453, 62064, 116049, 103098, 54047, 90973, 229720, 195884, 153789, 237495, 106017, 180201, 218755, 216374, 53497, 27407, 221079, 16769, 204273, 121753, 35237, 166690, 96809, 68844, 156348, 249109, 130724, 203557, 44387, 193787, 7627, 209437, 190899, 84826, 249785, 234425, 250666, 177254, 40301]"
18864,"[168606, 29052, 102026, 247450, 135471, 38245, 202106, 76387, 93035, 181596, 84350, 191177, 246081, 53442, 135948, 118317, 157693, 116049, 208658, 35237, 26659, 136468, 56322, 207476, 4645, 241625, 219580, 206871, 218685, 191313, 97330, 121753, 45282, 11865, 201211, 237495, 122336, 242974, 20673, 249109, 6765, 180819, 169451, 24004, 87043, 115065, 109033, 19814, 46380, 117652]"
18867,"[250306, 20673, 249109, 110859, 180201, 191177, 57572, 193787, 102584, 217965, 35237, 115454, 208658, 73829, 103098, 242974, 202106, 181640, 245858, 72522, 167186, 18997, 225936, 45282, 116049, 235367, 110461, 228264, 118409, 26659, 102026, 92846, 237495, 169595, 162473, 149636, 207513, 57996, 12634, 67273, 104659, 205833, 86135, 27407, 242528, 245418, 247450, 232729, 6765, 122336]"
18870,"[237495, 251689, 140314, 184725, 16769, 216374, 235367, 191177, 250306, 27071, 168606, 203557, 237415, 30051, 221079, 54047, 143123, 130724, 216240, 159681, 35237, 103098, 99481, 195884, 174543, 2000, 47611, 180201, 45282, 110859, 32765, 205833, 8445, 86790, 63084, 70529, 76572, 219734, 75949, 130094, 85556, 153789, 174051, 216252, 157873, 84826, 180819, 229720, 65433, 212396]"
18873,"[208248, 94251, 122853, 218307, 187591, 73807, 212881, 8706, 221104, 157887, 30287, 120481, 150151, 116522, 48713, 181839, 123705, 213049, 224428, 172211, 144388, 70641, 121753, 232710, 184785, 35237, 175799, 125282, 43867, 226515, 72679, 115704, 176362, 134143, 182466, 188391, 224295, 152395, 165858, 43211, 246233, 61398, 89036, 118100, 156459, 51549, 240955, 163354, 79059, 250210]"
18881,"[58141, 73995, 38245, 116526, 231254, 97330, 132684, 77657, 129186, 129035, 76387, 130032, 186858, 106318, 135397, 187794, 221506, 232845, 135948, 79611, 11865, 87043, 905, 214455, 73950, 171412, 54114, 241834, 27560, 241625, 178920, 178035, 192049, 23360, 147641, 55292, 168341, 135471, 82207, 31007, 7580, 246081, 155540, 108908, 206871, 148753, 157693, 168507, 193941, 173821]"
18890,"[29052, 83460, 247450, 208248, 83411, 77995, 181839, 125282, 202104, 56322, 104659, 117652, 246233, 224295, 212881, 9975, 133974, 94251, 250245, 132812, 226215, 183213, 79059, 116522, 8706, 73807, 232729, 227395, 116938, 76812, 30287, 31885, 180819, 38529, 85947, 72522, 121753, 208658, 115710, 53989, 237495, 147304, 222741, 184315, 175799, 218307, 84281, 134143, 189533, 88467]"
18894,"[221079, 86790, 216374, 237415, 116049, 216252, 251689, 84826, 64550, 72522, 250306, 30051, 54047, 68922, 70529, 191316, 99481, 27071, 58505, 8445, 151584, 68844, 230184, 103098, 50047, 241787, 166690, 65433, 218755, 63084, 195884, 130094, 236977, 131216, 134758, 90973, 203253, 7627, 99868, 47611, 75949, 215457, 242528, 32765, 82682, 180819, 234471, 65143, 191177, 159681]"
18895,"[35237, 104413, 249109, 216374, 116049, 207513, 181640, 103098, 250306, 235367, 191177, 84826, 72522, 64550, 249785, 237495, 99481, 24902, 184725, 121753, 208658, 130724, 232729, 67273, 45282, 30051, 209437, 104659, 68844, 38862, 195884, 155439, 194878, 16769, 193787, 7627, 180819, 203557, 234425, 65433, 20673, 118317, 203253, 216001, 124237, 210354, 64021, 250666, 58505, 251311]"
18903,"[86790, 221079, 53497, 54047, 237495, 103098, 129996, 218755, 116049, 49453, 90973, 84826, 16769, 166690, 237415, 130724, 203557, 230184, 180201, 190899, 219734, 14975, 19825, 16252, 216252, 65433, 140314, 229720, 190816, 72522, 5894, 77655, 249785, 156348, 232281, 46586, 122751, 70529, 35237, 74662, 60803, 241787, 249109, 65143, 27071, 245084, 3065, 87793, 209437, 115454]"
18906,"[250306, 64550, 53497, 86135, 129996, 221079, 16252, 131429, 49453, 149917, 107507, 190899, 77655, 84826, 216374, 7627, 230184, 3065, 232281, 203253, 16769, 237495, 122751, 237415, 87793, 203557, 210354, 103098, 153789, 65143, 44331, 174420, 143123, 116049, 5894, 19825, 219734, 102705, 61874, 102443, 237009, 95081, 139096, 158927, 245084, 121813, 130724, 106903, 126542, 216252]"
18913,"[64550, 86790, 237495, 116049, 235367, 50047, 203557, 16769, 237415, 54047, 221079, 7627, 65433, 131429, 210354, 72522, 130724, 58505, 86135, 99481, 104413, 180201, 68163, 14975, 153789, 53497, 249785, 191177, 39290, 190816, 129996, 218755, 103098, 216252, 193787, 35237, 62064, 2803, 70529, 232281, 143123, 189386, 49453, 151584, 30051, 149917, 203253, 140314, 219734, 52772]"
18916,"[245418, 186258, 73413, 64861, 1870, 5923, 168281, 215498, 128399, 126330, 64166, 167934, 225394, 77189, 2933, 236181, 61272, 186446, 247083, 170831, 31570, 12798, 196135, 203927, 142963, 26840, 1706, 107721, 9012, 23217, 50124, 176517, 78942, 226684, 145634, 23252, 203184, 212784, 60309, 20910, 101857, 144575, 212486, 245662, 85508, 142031, 220239, 215630, 13191, 47920]"
18929,"[196254, 65642, 96567, 25990, 113608, 239898, 150349, 193887, 96476, 143123, 45217, 36933, 16683, 2149, 42814, 12583, 127525, 151281, 132143, 12274, 163050, 39830, 201066, 207513, 181596, 16769, 231551, 172058, 195884, 214209, 45825, 170291, 116049, 124497, 234281, 112869, 57383, 242528, 64550, 76833, 154961, 45945, 250946, 84432, 134388, 105061, 125751, 10737, 209171, 205338]"
18933,"[251617, 181839, 8706, 218307, 73807, 181349, 134143, 144388, 232829, 116522, 151180, 48713, 221104, 30287, 53989, 172211, 213049, 246233, 220747, 6666, 248058, 250228, 120481, 35659, 162121, 182466, 121753, 175799, 76812, 72679, 244479, 70641, 51549, 232710, 156459, 165858, 77604, 224428, 43211, 61398, 123985, 35237, 83411, 88467, 226515, 170054, 178754, 150019, 56457, 118100]"
18935,"[221079, 216374, 54047, 129996, 16769, 237415, 84826, 131429, 49453, 149917, 203253, 153789, 230184, 143123, 62757, 210354, 83741, 189386, 156348, 249186, 7627, 3065, 14975, 219734, 232281, 140314, 44331, 5894, 104413, 77655, 68844, 38018, 216252, 65143, 102705, 74662, 65433, 209437, 19825, 122751, 40301, 139096, 60803, 70529, 8445, 180201, 251689, 182651, 27071, 87793]"
18939,"[168341, 115065, 46380, 19814, 173821, 4645, 192049, 97330, 97130, 148753, 165802, 87043, 67401, 80118, 206871, 54114, 161162, 84350, 75920, 459, 232845, 157693, 129035, 135397, 190925, 66741, 238860, 231587, 105644, 175642, 177055, 3884, 227614, 241834, 196134, 151359, 58141, 184315, 74117, 11321, 242196, 39147, 129186, 237951, 56322, 11865, 219826, 117652, 109033, 52260]"
18943,"[50047, 16769, 116049, 86135, 68844, 68163, 7627, 72522, 90973, 191177, 209437, 131429, 151584, 70529, 5894, 62064, 99481, 242528, 19825, 77655, 65143, 27071, 16252, 241787, 35237, 156348, 184725, 102443, 62757, 130724, 29920, 251689, 193787, 182651, 234425, 232281, 189386, 158927, 164641, 3065, 6089, 74662, 191426, 56352, 4153, 234471, 204678, 195884, 99868, 191316]"
18944,"[117652, 133974, 76812, 249785, 84826, 6200, 84281, 45282, 156313, 247450, 57687, 196582, 41041, 46465, 147304, 10765, 88393, 115710, 62725, 224295, 189533, 83460, 169034, 142578, 32809, 20607, 231121, 103823, 116522, 30287, 207513, 86790, 184315, 228721, 122751, 38862, 229177, 212396, 251617, 83301, 216477, 74858, 249109, 35232, 216001, 139628, 57780, 215457, 169785, 9570]"
18955,"[245084, 250306, 116049, 235367, 86135, 54047, 35237, 131429, 106017, 16252, 14975, 237495, 140314, 216374, 64550, 129996, 104413, 3065, 62064, 103098, 189386, 86790, 74662, 143123, 5427, 60803, 46586, 184725, 221079, 177254, 52495, 53497, 87793, 16769, 54119, 180201, 107507, 251689, 229720, 102705, 237415, 130094, 68163, 207513, 158927, 63924, 166690, 27071, 126542, 7627]"
18959,"[58141, 38245, 129186, 231254, 66741, 176401, 251617, 77657, 130032, 7580, 87043, 250228, 97330, 177055, 175382, 117402, 136850, 17731, 155540, 219789, 135948, 168507, 10137, 221506, 905, 192049, 179215, 76387, 171412, 111863, 27560, 227170, 135397, 185063, 168149, 186858, 71481, 8706, 217729, 92245, 56322, 87806, 23543, 187794, 193941, 246081, 206400, 208730, 214455, 154321]"
18962,"[208248, 35237, 121753, 180201, 67273, 181640, 237495, 249785, 229720, 116049, 235367, 64550, 191177, 86135, 249109, 94251, 24902, 207513, 122853, 216374, 203557, 232281, 130724, 163048, 50047, 212881, 242528, 86790, 219531, 203253, 68844, 106017, 16769, 72522, 73807, 218307, 14975, 193787, 11830, 104413, 219734, 184725, 53497, 118618, 45495, 131429, 53989, 27407, 92846, 237650]"
18963,"[129996, 86790, 86135, 218755, 64550, 53497, 74662, 68163, 166690, 58505, 232281, 60803, 82682, 249186, 221079, 235367, 96809, 190899, 77655, 156348, 102705, 62757, 153789, 87793, 230184, 7627, 122751, 46586, 61874, 107507, 82821, 19825, 5427, 210354, 216374, 195268, 237495, 84826, 126542, 127239, 68569, 52495, 83741, 247659, 203557, 17144, 54047, 203253, 116049, 143389]"
18966,"[140314, 216374, 221079, 250306, 143123, 237415, 219734, 54047, 251689, 64550, 30051, 53497, 84826, 216252, 216240, 35237, 68844, 191177, 104413, 191316, 103098, 5894, 210354, 215457, 121753, 153789, 195884, 65433, 40301, 131429, 209437, 58505, 158927, 50047, 60803, 110859, 45282, 203253, 204678, 193787, 29920, 63084, 234425, 242528, 86135, 124237, 250666, 166690, 207513, 87793]"
18977,"[116049, 16769, 216374, 64550, 14975, 237415, 53497, 54047, 68844, 72522, 251689, 184725, 153789, 143123, 191177, 104413, 50047, 242528, 30051, 203253, 84826, 209437, 219734, 216240, 151584, 5894, 70529, 207513, 65433, 58505, 215457, 193787, 86135, 249109, 241787, 131429, 68922, 121753, 195884, 218755, 210354, 27071, 230184, 168606, 180819, 190816, 159681, 8445, 131216, 174543]"
18983,"[173813, 39413, 138775, 41438, 75113, 108564, 57440, 42020, 9842, 242980, 100077, 245523, 183783, 217782, 16846, 166268, 53793, 145796, 211269, 160594, 38957, 134233, 8047, 28805, 136951, 165497, 197292, 16971, 104922, 172523, 13152, 3717, 245373, 96437, 78873, 91649, 115237, 47086, 140087, 66630, 175352, 167697, 178396, 129970, 125016, 93656, 217733, 100313, 69255, 231923]"
18988,"[237495, 159681, 251689, 17731, 250245, 226215, 16769, 172576, 30051, 200727, 128945, 174543, 72522, 92419, 42658, 184725, 68922, 85556, 116049, 182505, 18871, 244723, 87387, 131216, 146644, 209260, 125818, 57687, 64021, 113948, 2000, 216240, 222741, 8445, 221079, 11397, 140434, 180819, 32090, 76572, 195884, 191316, 9570, 203557, 237415, 43658, 86790, 157873, 28799, 42147]"
18997,"[103098, 250306, 180201, 104413, 191177, 181596, 249109, 119775, 202106, 122336, 208248, 102584, 86424, 57572, 35237, 68844, 168606, 235367, 237495, 203253, 167186, 64550, 242974, 102026, 86790, 229720, 20673, 86135, 110461, 221079, 56156, 68163, 152463, 27407, 57996, 110859, 118317, 153789, 242528, 24004, 251276, 97864, 223774, 72522, 225936, 231840, 60993, 12634, 193787, 216374]"
19004,"[86790, 50047, 64550, 129996, 16252, 221079, 235367, 74662, 53497, 232281, 49453, 216374, 166690, 90973, 218755, 58505, 237495, 203557, 116049, 126542, 237415, 54119, 241787, 84826, 122751, 190899, 5894, 68163, 82682, 7627, 54047, 16769, 216252, 62757, 14975, 158927, 70529, 106017, 153789, 143123, 219734, 68844, 83741, 140314, 156348, 5427, 184979, 203253, 234471, 190816]"
19027,"[251689, 14975, 140314, 116049, 203557, 216374, 184725, 16769, 216240, 235367, 237415, 27071, 143123, 68922, 221079, 75949, 70529, 216252, 130094, 54047, 195884, 219734, 99481, 32765, 86790, 234425, 47611, 64550, 174051, 131216, 104413, 2000, 157873, 103098, 90768, 53497, 193787, 226215, 241787, 179215, 151584, 153789, 208529, 190816, 134758, 146644, 140167, 200050, 250306, 191177]"
19052,"[34052, 249785, 251973, 118409, 20673, 118317, 102584, 208658, 217965, 2180, 125467, 133102, 41929, 206931, 73829, 249395, 142306, 58073, 232729, 13855, 114393, 242077, 33882, 224606, 93098, 2155, 137861, 239354, 234725, 148576, 82142, 115454, 194875, 110476, 27412, 228264, 205891, 73309, 61260, 25138, 42132, 99858, 18997, 203517, 245858, 37148, 49271, 187368, 14281, 231436]"
19059,"[237495, 140314, 14975, 104413, 191316, 235367, 30051, 16769, 2000, 85556, 64021, 27071, 180819, 182505, 99481, 172576, 76572, 63084, 219734, 216374, 143123, 68922, 221079, 35237, 157873, 32765, 168606, 237415, 130094, 11397, 57687, 68844, 75949, 203557, 250306, 212396, 153789, 195884, 202106, 68141, 103098, 205239, 45282, 191177, 48553, 197789, 129862, 6447, 48207, 5894]"
19064,"[250306, 221079, 216374, 16769, 237415, 116049, 143123, 84826, 103098, 86135, 153789, 7627, 68163, 140314, 72522, 49453, 122751, 131429, 14975, 19825, 74662, 241787, 158927, 149917, 87793, 180201, 130094, 68844, 190816, 60803, 143095, 204678, 27071, 251689, 121753, 40301, 65143, 99868, 8445, 242528, 184725, 215457, 207513, 184979, 99481, 193787, 190899, 46586, 102443, 234425]"
19072,"[45282, 16252, 249774, 219015, 88393, 250228, 244255, 251311, 130606, 42921, 8466, 136918, 134340, 181767, 251245, 77802, 106661, 218785, 202530, 118317, 83674, 233996, 199878, 119951, 183235, 29967, 221333, 16936, 74858, 211585, 239426, 110736, 69876, 178234, 165958, 217677, 113948, 245662, 17406, 40378, 221688, 110426, 178162, 147205, 210320, 214876, 91317, 174243, 223085, 56098]"
19080,"[231254, 38245, 58141, 135948, 53442, 168341, 84350, 218685, 157693, 136468, 169451, 129186, 73995, 206400, 241625, 246081, 60047, 87043, 176401, 208864, 23360, 155540, 190925, 173821, 31007, 11865, 109033, 175642, 219580, 219826, 66741, 132684, 67401, 14106, 108569, 216562, 238509, 7580, 177055, 106318, 79611, 242155, 155604, 185380, 71175, 115065, 196408, 459, 13758, 148753]"
19089,"[172218, 191313, 232829, 34319, 115704, 251617, 61398, 202567, 216260, 56073, 85574, 249070, 235251, 130606, 50040, 244627, 33445, 131992, 79687, 89133, 113242, 164042, 123985, 56457, 113368, 109155, 220747, 87806, 143755, 183688, 207476, 154321, 102680, 243676, 174692, 163571, 250210, 77604, 219293, 188065, 14306, 232953, 49096, 162412, 174467, 140867, 31550, 184018, 88393, 113137]"
19092,"[50047, 53497, 221079, 16769, 203253, 54047, 237415, 7627, 143123, 230184, 131429, 65433, 5894, 72522, 77655, 219734, 158927, 140314, 216252, 70529, 65143, 153789, 62757, 193787, 122751, 68844, 245084, 190816, 121753, 3065, 174420, 189386, 45282, 74662, 14975, 102443, 99481, 30051, 215457, 169595, 54653, 249186, 60803, 182651, 87793, 205833, 143389, 143095, 241787, 96809]"
19099,"[64550, 237415, 53497, 103098, 70529, 50047, 216252, 86135, 58505, 241787, 203253, 210354, 190816, 8445, 68844, 121753, 62064, 40301, 166690, 131429, 151584, 234425, 153789, 207513, 230184, 6089, 249109, 242528, 218755, 250666, 234471, 232281, 3065, 45282, 182651, 122751, 204678, 90973, 77655, 189386, 164641, 131216, 60803, 90768, 168606, 65143, 68922, 87793, 208529, 85025]"
19100,"[202106, 29052, 152463, 26659, 180201, 208248, 102026, 86424, 17649, 45282, 223774, 119775, 102584, 24004, 6666, 191177, 60993, 181596, 242974, 234647, 168606, 103098, 90523, 63511, 57996, 245858, 57572, 68844, 104413, 237495, 10765, 37636, 110461, 20673, 245418, 118317, 56156, 238995, 251276, 249785, 63352, 247450, 93035, 47445, 77745, 198709, 158157, 144813, 223175, 48557]"
19105,"[135239, 214811, 217839, 104143, 196372, 159534, 12529, 135446, 214644, 174673, 200305, 66794, 36578, 107345, 176515, 134956, 214178, 24251, 227518, 249640, 152175, 128653, 227319, 161723, 8471, 11113, 33788, 176082, 100424, 239426, 129785, 87490, 216535, 50669, 218278, 246670, 198709, 135784, 161195, 199438, 8754, 233887, 216686, 180201, 243833, 27117, 199862, 206334, 118876, 190553]"
19123,"[64332, 138775, 196162, 21853, 166527, 57440, 190702, 75113, 99497, 100077, 242980, 16846, 111268, 183783, 211269, 145796, 166268, 53793, 134233, 160594, 59701, 168205, 103169, 136951, 8047, 28805, 161566, 227928, 197292, 172523, 96437, 16971, 3717, 245373, 104922, 13152, 78873, 120420, 91649, 115237, 47086, 140087, 175352, 147957, 66630, 66986, 129970, 178396, 212070, 167697]"
19141,"[53497, 237495, 250306, 116049, 140314, 203557, 14975, 218755, 7627, 90973, 129996, 103098, 62064, 16252, 131429, 68163, 241787, 130094, 153789, 139096, 195884, 49453, 158927, 27071, 60803, 86135, 99868, 203253, 234425, 63084, 19825, 143095, 30051, 149917, 184979, 149530, 184725, 156348, 164641, 204678, 191316, 40301, 102443, 68844, 4153, 240000, 189386, 6089, 217892, 193787]"
19147,"[168606, 102026, 10765, 104413, 118317, 232729, 201211, 122336, 6666, 109660, 29246, 57572, 102584, 198641, 72522, 29052, 144813, 35237, 19378, 191177, 45282, 180201, 223774, 2180, 103098, 201377, 181596, 63511, 60993, 104659, 57996, 63352, 78987, 45959, 48557, 119775, 138667, 86424, 237495, 174692, 249109, 245858, 118409, 79687, 65892, 234647, 14281, 156199, 208248, 39349]"
19157,"[212881, 172218, 115704, 61398, 232829, 219637, 202567, 35659, 56073, 50040, 85574, 130606, 131992, 178754, 243676, 164042, 181016, 232953, 220747, 249070, 191313, 251617, 235251, 188065, 123985, 77604, 174467, 250210, 180091, 113137, 219293, 14025, 64204, 62935, 184018, 143755, 224422, 1287, 229551, 35486, 160935, 31550, 216260, 244627, 47219, 29246, 237978, 56457, 174698, 228386]"
19163,"[180201, 191177, 67273, 24902, 116049, 242528, 237495, 249785, 97864, 181596, 207513, 45282, 6666, 94251, 73807, 102026, 110859, 163048, 212881, 203253, 218307, 102192, 229720, 250306, 104413, 246233, 181349, 151180, 235367, 152463, 168606, 233897, 169595, 224295, 245084, 53989, 79059, 30287, 216374, 120481, 29052, 27407, 220883, 250666, 247450, 125282, 68844, 187591, 215457, 104659]"
19166,"[245418, 32793, 13191, 167934, 251981, 168210, 186258, 196135, 85508, 190572, 215498, 30534, 50124, 5923, 62531, 210611, 145634, 134300, 149792, 226684, 133000, 221049, 144575, 64861, 241388, 154977, 247083, 89801, 183653, 57902, 73321, 197981, 182995, 136121, 23252, 192187, 101857, 31570, 212784, 139725, 13068, 17425, 47920, 60309, 1870, 225017, 77189, 142963, 245662, 14468]"
19176,"[237495, 140314, 16769, 184725, 221079, 235367, 2000, 30051, 68922, 216374, 68844, 143123, 237415, 53497, 5894, 157873, 219734, 116049, 65433, 86790, 72522, 191316, 174543, 90724, 250306, 64021, 151584, 85556, 146644, 48553, 63084, 182505, 151293, 174051, 243131, 27071, 190816, 77411, 236977, 84826, 134758, 45282, 208529, 187276, 131216, 215457, 30824, 177405, 64550, 195884]"
19178,"[83460, 29052, 247450, 217339, 77995, 103823, 207476, 191313, 174692, 38529, 212881, 29246, 116938, 38245, 104659, 19378, 132812, 9975, 208248, 102026, 244627, 39349, 208658, 250228, 235251, 216260, 128894, 124307, 227395, 119462, 73807, 246233, 79687, 31885, 148812, 79059, 243038, 128513, 125282, 86938, 150326, 201211, 162412, 88467, 47657, 232729, 231254, 58044, 220817, 48557]"
19186,"[237495, 235367, 251689, 221079, 116049, 219734, 216374, 203557, 237415, 72522, 99481, 68922, 70529, 86790, 250306, 191316, 159681, 8445, 84826, 64550, 63084, 215457, 190816, 65433, 27071, 151584, 64021, 68844, 146644, 2000, 153789, 130094, 29626, 140167, 149530, 180819, 209437, 186705, 134758, 58505, 204273, 191177, 236977, 179215, 122900, 90724, 203253, 104413, 45282, 7627]"
19200,"[237415, 218755, 86135, 54047, 210354, 103098, 68163, 140314, 216252, 203253, 122751, 62757, 14975, 5894, 54119, 241787, 72522, 151584, 190899, 153789, 190816, 65143, 70529, 245084, 191177, 139096, 68844, 104413, 234471, 130094, 184979, 204678, 99868, 143095, 158927, 40301, 27071, 249186, 83741, 4153, 184725, 99481, 182651, 234425, 195884, 38018, 102443, 44331, 8445, 102705]"
19204,"[250306, 86135, 180201, 193787, 5427, 149636, 129996, 64550, 35237, 235367, 86790, 54047, 103098, 68844, 131429, 221079, 127239, 121753, 240000, 83741, 216374, 54119, 249595, 62757, 27407, 207513, 249785, 68450, 149427, 2125, 206650, 216283, 135193, 116049, 144327, 3065, 44331, 16252, 130724, 174420, 68163, 241787, 158927, 225852, 76012, 128173, 100372, 57996, 126542, 62064]"
19205,"[207513, 249109, 35237, 103098, 242528, 237495, 203253, 104413, 45282, 247450, 168606, 99481, 20673, 208248, 27407, 102026, 191177, 249785, 116049, 181596, 203557, 118317, 250306, 180201, 208658, 235367, 216374, 225936, 84826, 40301, 170436, 64550, 16769, 67273, 201211, 6666, 84309, 210354, 72522, 118618, 68844, 202106, 124237, 191313, 184725, 152463, 54047, 181640, 180819, 228264]"
19213,"[86790, 237415, 230184, 50047, 140314, 16769, 216252, 235367, 151584, 250306, 53497, 82682, 143123, 237495, 64550, 122751, 77655, 65143, 190816, 84826, 116049, 218755, 7627, 99868, 8445, 166690, 54047, 203557, 153789, 219734, 129996, 216374, 58505, 87793, 210354, 90973, 16252, 70529, 5894, 106903, 102443, 60803, 156348, 65433, 143095, 158927, 217892, 62064, 214450, 6089]"
19224,"[64550, 221079, 54047, 143123, 140314, 103098, 184725, 191177, 251689, 104413, 153789, 215457, 29920, 50047, 68844, 210354, 166690, 5894, 151584, 27071, 191316, 230184, 63084, 234425, 241787, 234471, 216240, 68163, 131429, 240000, 158927, 129996, 164641, 218755, 130724, 229720, 3065, 62064, 6089, 9092, 90973, 24902, 232281, 143095, 75949, 149530, 180819, 139096, 65143, 205833]"
19227,"[191313, 249870, 172218, 57996, 34319, 79687, 168972, 244627, 216260, 177435, 163571, 161772, 183688, 33445, 191177, 154321, 219221, 51805, 196631, 5889, 32244, 24004, 89133, 47657, 229551, 22005, 102192, 164042, 165398, 225940, 84309, 237978, 51431, 162412, 201211, 146012, 190317, 247820, 139257, 236401, 144271, 212944, 71308, 42652, 82540, 45495, 149710, 143682, 59003, 35237]"
19233,"[186858, 175642, 164629, 55648, 146199, 97130, 125549, 218812, 157693, 102410, 235367, 147280, 84142, 206871, 101549, 7627, 215457, 87654, 31007, 78354, 207513, 232845, 22566, 125486, 197512, 145448, 43008, 108141, 1611, 72431, 131195, 192049, 191426, 148285, 30714, 189300, 225769, 108224, 206045, 111608, 102468, 48091, 20205, 237842, 32875, 97636, 143193, 4645, 68163, 203541]"
19243,"[208248, 202106, 26659, 6765, 102026, 191177, 152463, 104659, 181640, 249785, 103098, 231840, 237495, 24004, 45282, 119775, 110859, 168606, 234647, 223774, 67273, 104413, 121753, 63352, 250306, 208658, 242974, 17649, 249109, 57996, 68844, 48557, 201211, 10765, 235367, 60993, 116049, 247450, 97864, 57572, 229720, 245418, 118317, 20673, 72522, 163048, 102584, 56156, 245858, 90523]"
