playlist_idx,recommended_tracks
421,"[np.float64(32222.0), np.float64(160078.0), np.float64(170436.0), np.float64(4207.0), np.float64(152510.0), np.float64(45184.0), np.float64(76259.0), np.float64(73682.0), np.float64(34347.0), np.float64(33788.0), np.float64(75567.0), np.float64(71673.0), np.float64(95136.0), np.float64(193014.0), np.float64(200181.0), np.float64(56909.0), np.float64(22174.0), np.float64(249088.0), np.float64(56072.0), np.float64(119126.0), np.float64(12165.0), np.float64(51805.0), np.float64(61770.0), np.float64(38908.0), np.float64(99040.0), np.float64(39891.0), np.float64(3689.0), np.float64(105768.0), np.float64(168363.0), np.float64(27407.0), np.float64(204569.0), np.float64(221976.0), np.float64(164343.0), np.float64(239529.0), np.float64(10294.0), np.float64(42133.0), np.float64(108167.0), np.float64(100077.0), np.float64(150969.0), np.float64(135686.0), np.float64(171840.0), np.float64(45481.0), np.float64(85273.0), np.float64(84506.0), np.float64(108780.0), np.float64(115701.0), np.float64(178288.0), np.float64(24394.0), np.float64(116300.0), np.float64(104888.0)]"
376,"[np.float64(132589.0), np.float64(174487.0), np.float64(32234.0), np.float64(8138.0), np.float64(84789.0), np.float64(160078.0), np.float64(195665.0), np.float64(8788.0), np.float64(63735.0), np.float64(82397.0), np.float64(61399.0), np.float64(233582.0), np.float64(172474.0), np.float64(83741.0), np.float64(97065.0), np.float64(197588.0), np.float64(249096.0), np.float64(145216.0), np.float64(237495.0), np.float64(119126.0), np.float64(236072.0), np.float64(227992.0), np.float64(49732.0), np.float64(144362.0), np.float64(252213.0), np.float64(210292.0), np.float64(10294.0), np.float64(18002.0), np.float64(193873.0), np.float64(169949.0), np.float64(205041.0), np.float64(65511.0), np.float64(186599.0), np.float64(191316.0), np.float64(239346.0), np.float64(56686.0), np.float64(157148.0), np.float64(27146.0), np.float64(61415.0), np.float64(48931.0), np.float64(184651.0), np.float64(180104.0), np.float64(141420.0), np.float64(194971.0), np.float64(199854.0), np.float64(177397.0), np.float64(193014.0), np.float64(117483.0), np.float64(236433.0), np.float64(137024.0)]"
346,"[np.float64(174487.0), np.float64(84789.0), np.float64(195665.0), np.float64(32234.0), np.float64(132589.0), np.float64(8138.0), np.float64(8788.0), np.float64(233582.0), np.float64(82397.0), np.float64(61399.0), np.float64(145216.0), np.float64(63735.0), np.float64(83741.0), np.float64(252213.0), np.float64(10294.0), np.float64(194971.0), np.float64(245021.0), np.float64(237495.0), np.float64(160078.0), np.float64(119126.0), np.float64(133385.0), np.float64(111627.0), np.float64(184651.0), np.float64(210292.0), np.float64(137024.0), np.float64(68959.0), np.float64(140325.0), np.float64(117483.0), np.float64(172474.0), np.float64(144362.0), np.float64(49732.0), np.float64(205041.0), np.float64(203828.0), np.float64(18002.0), np.float64(27146.0), np.float64(61415.0), np.float64(236433.0), np.float64(191316.0), np.float64(33007.0), np.float64(244165.0), np.float64(117593.0), np.float64(169949.0), np.float64(189131.0), np.float64(56686.0), np.float64(65511.0), np.float64(227992.0), np.float64(180104.0), np.float64(193873.0), np.float64(97065.0), np.float64(121227.0)]"
343,"[np.float64(32222.0), np.float64(160078.0), np.float64(88467.0), np.float64(132589.0), np.float64(4207.0), np.float64(127063.0), np.float64(197588.0), np.float64(56909.0), np.float64(193014.0), np.float64(45184.0), np.float64(178288.0), np.float64(75567.0), np.float64(21586.0), np.float64(221976.0), np.float64(14114.0), np.float64(170436.0), np.float64(195665.0), np.float64(208986.0), np.float64(224639.0), np.float64(73682.0), np.float64(186599.0), np.float64(27407.0), np.float64(110086.0), np.float64(51805.0), np.float64(155534.0), np.float64(194875.0), np.float64(61770.0), np.float64(152510.0), np.float64(164397.0), np.float64(100077.0), np.float64(17473.0), np.float64(61399.0), np.float64(19754.0), np.float64(141662.0), np.float64(54069.0), np.float64(76162.0), np.float64(135686.0), np.float64(211629.0), np.float64(169343.0), np.float64(60937.0), np.float64(42981.0), np.float64(66129.0), np.float64(206444.0), np.float64(38908.0), np.float64(164343.0), np.float64(232491.0), np.float64(171410.0), np.float64(80006.0), np.float64(36482.0), np.float64(3689.0)]"
118,"[np.float64(23774.0), np.float64(42309.0), np.float64(184835.0), np.float64(240305.0), np.float64(63406.0), np.float64(27929.0), np.float64(93114.0), np.float64(210274.0), np.float64(104890.0), np.float64(61830.0), np.float64(235663.0), np.float64(207258.0), np.float64(70110.0), np.float64(194940.0), np.float64(161258.0), np.float64(128476.0), np.float64(203073.0), np.float64(93900.0), np.float64(45490.0), np.float64(98162.0), np.float64(23733.0), np.float64(237811.0), np.float64(79535.0), np.float64(70390.0), np.float64(52678.0), np.float64(1091.0), np.float64(108543.0), np.float64(224229.0), np.float64(66938.0), np.float64(227389.0), np.float64(17552.0), np.float64(120372.0), np.float64(152320.0), np.float64(85288.0), np.float64(58751.0), np.float64(78961.0), np.float64(175046.0), np.float64(52895.0), np.float64(50710.0), np.float64(18471.0), np.float64(249579.0), np.float64(90619.0), np.float64(18957.0), np.float64(62974.0), np.float64(105971.0), np.float64(221740.0), np.float64(24094.0), np.float64(228478.0), np.float64(60242.0), np.float64(119111.0)]"
979,"[np.float64(132589.0), np.float64(174487.0), np.float64(195665.0), np.float64(160078.0), np.float64(82397.0), np.float64(32234.0), np.float64(8788.0), np.float64(8138.0), np.float64(63735.0), np.float64(61399.0), np.float64(84789.0), np.float64(233582.0), np.float64(119126.0), np.float64(10294.0), np.float64(252213.0), np.float64(210292.0), np.float64(172474.0), np.float64(97065.0), np.float64(68959.0), np.float64(145216.0), np.float64(245021.0), np.float64(56686.0), np.float64(140325.0), np.float64(193014.0), np.float64(197588.0), np.float64(186599.0), np.float64(249096.0), np.float64(203828.0), np.float64(157148.0), np.float64(137024.0), np.float64(227992.0), np.float64(169949.0), np.float64(61415.0), np.float64(49732.0), np.float64(18002.0), np.float64(236433.0), np.float64(205041.0), np.float64(127063.0), np.float64(184651.0), np.float64(51805.0), np.float64(75567.0), np.float64(164343.0), np.float64(236072.0), np.float64(191316.0), np.float64(244165.0), np.float64(117593.0), np.float64(111627.0), np.float64(91181.0), np.float64(133385.0), np.float64(32222.0)]"
275,"[np.float64(121477.0), np.float64(177774.0), np.float64(9143.0), np.float64(51015.0), np.float64(134135.0), np.float64(132320.0), np.float64(113737.0), np.float64(43730.0), np.float64(11632.0), np.float64(70403.0), np.float64(177197.0), np.float64(220101.0), np.float64(246641.0), np.float64(161162.0), np.float64(115338.0), np.float64(93821.0), np.float64(244449.0), np.float64(10778.0), np.float64(172071.0), np.float64(91819.0), np.float64(164326.0), np.float64(143448.0), np.float64(179033.0), np.float64(26288.0), np.float64(214586.0), np.float64(190492.0), np.float64(97353.0), np.float64(156313.0), np.float64(17823.0), np.float64(122126.0), np.float64(109202.0), np.float64(14226.0), np.float64(29806.0), np.float64(151923.0), np.float64(208382.0), np.float64(41041.0), np.float64(178527.0), np.float64(216970.0), np.float64(85431.0), np.float64(204026.0), np.float64(59024.0), np.float64(19181.0), np.float64(68607.0), np.float64(148602.0), np.float64(45125.0), np.float64(178244.0), np.float64(227482.0), np.float64(232497.0), np.float64(95504.0), np.float64(56974.0)]"
1059,"[np.float64(32222.0), np.float64(4207.0), np.float64(45184.0), np.float64(193014.0), np.float64(232491.0), np.float64(43470.0), np.float64(160078.0), np.float64(9655.0), np.float64(34347.0), np.float64(73682.0), np.float64(66129.0), np.float64(200181.0), np.float64(42981.0), np.float64(197588.0), np.float64(81826.0), np.float64(51805.0), np.float64(249088.0), np.float64(219213.0), np.float64(33788.0), np.float64(195933.0), np.float64(32206.0), np.float64(75567.0), np.float64(95136.0), np.float64(169949.0), np.float64(130229.0), np.float64(76079.0), np.float64(93283.0), np.float64(113711.0), np.float64(108167.0), np.float64(105768.0), np.float64(130974.0), np.float64(132589.0), np.float64(220093.0), np.float64(100077.0), np.float64(208101.0), np.float64(98412.0), np.float64(84506.0), np.float64(61770.0), np.float64(179370.0), np.float64(212361.0), np.float64(165207.0), np.float64(201233.0), np.float64(9211.0), np.float64(115701.0), np.float64(38372.0), np.float64(13428.0), np.float64(226601.0), np.float64(12165.0), np.float64(106634.0), np.float64(239529.0)]"
936,"[np.float64(249877.0), np.float64(71673.0), np.float64(200582.0), np.float64(179069.0), np.float64(134326.0), np.float64(204209.0), np.float64(8703.0), np.float64(177197.0), np.float64(80445.0), np.float64(66385.0), np.float64(209687.0), np.float64(189106.0), np.float64(105747.0), np.float64(179171.0), np.float64(233691.0), np.float64(3893.0), np.float64(73979.0), np.float64(212266.0), np.float64(8255.0), np.float64(2249.0), np.float64(232853.0), np.float64(19777.0), np.float64(152510.0), np.float64(154213.0), np.float64(158982.0), np.float64(52471.0), np.float64(228478.0), np.float64(119111.0), np.float64(156604.0), np.float64(134810.0), np.float64(178449.0), np.float64(161430.0), np.float64(142991.0), np.float64(130833.0), np.float64(23408.0), np.float64(184835.0), np.float64(108543.0), np.float64(81876.0), np.float64(101713.0), np.float64(221293.0), np.float64(57243.0), np.float64(86404.0), np.float64(99771.0), np.float64(236089.0), np.float64(140195.0), np.float64(184630.0), np.float64(133223.0), np.float64(143682.0), np.float64(172331.0), np.float64(189101.0)]"
968,"[np.float64(87268.0), np.float64(177774.0), np.float64(220101.0), np.float64(29082.0), np.float64(168074.0), np.float64(11632.0), np.float64(91591.0), np.float64(43730.0), np.float64(245848.0), np.float64(130370.0), np.float64(21231.0), np.float64(102956.0), np.float64(204026.0), np.float64(156313.0), np.float64(198218.0), np.float64(216970.0), np.float64(120748.0), np.float64(180210.0), np.float64(63412.0), np.float64(50806.0), np.float64(169346.0), np.float64(232048.0), np.float64(93821.0), np.float64(74398.0), np.float64(208382.0), np.float64(103769.0), np.float64(121477.0), np.float64(14226.0), np.float64(95504.0), np.float64(224653.0), np.float64(83631.0), np.float64(17823.0), np.float64(106583.0), np.float64(161275.0), np.float64(166509.0), np.float64(115338.0), np.float64(187087.0), np.float64(9143.0), np.float64(43672.0), np.float64(47868.0), np.float64(224787.0), np.float64(232789.0), np.float64(194612.0), np.float64(58176.0), np.float64(59024.0), np.float64(51015.0), np.float64(160089.0), np.float64(120589.0), np.float64(69365.0), np.float64(238840.0)]"
609,"[np.float64(39909.0), np.float64(37939.0), np.float64(9143.0), np.float64(113737.0), np.float64(46394.0), np.float64(32222.0), np.float64(121477.0), np.float64(23543.0), np.float64(178454.0), np.float64(45286.0), np.float64(39544.0), np.float64(40981.0), np.float64(53034.0), np.float64(247811.0), np.float64(246641.0), np.float64(70403.0), np.float64(107850.0), np.float64(219722.0), np.float64(42921.0), np.float64(103200.0), np.float64(183403.0), np.float64(57661.0), np.float64(184925.0), np.float64(177774.0), np.float64(179033.0), np.float64(233688.0), np.float64(117652.0), np.float64(134135.0), np.float64(132320.0), np.float64(117402.0), np.float64(197588.0), np.float64(143448.0), np.float64(64468.0), np.float64(252103.0), np.float64(177121.0), np.float64(186724.0), np.float64(56974.0), np.float64(24869.0), np.float64(76259.0), np.float64(138183.0), np.float64(133688.0), np.float64(109202.0), np.float64(177358.0), np.float64(176401.0), np.float64(225961.0), np.float64(93146.0), np.float64(193941.0), np.float64(98189.0), np.float64(160078.0), np.float64(51015.0)]"
108,"[np.float64(223613.0), np.float64(205408.0), np.float64(82207.0), np.float64(117402.0), np.float64(42888.0), np.float64(85812.0), np.float64(37939.0), np.float64(39909.0), np.float64(87268.0), np.float64(219757.0), np.float64(64468.0), np.float64(236830.0), np.float64(33185.0), np.float64(219722.0), np.float64(250421.0), np.float64(181225.0), np.float64(83121.0), np.float64(23543.0), np.float64(121097.0), np.float64(40981.0), np.float64(116891.0), np.float64(198220.0), np.float64(80118.0), np.float64(66056.0), np.float64(247811.0), np.float64(111863.0), np.float64(125009.0), np.float64(26644.0), np.float64(174557.0), np.float64(72896.0), np.float64(117756.0), np.float64(184925.0), np.float64(53034.0), np.float64(38390.0), np.float64(39701.0), np.float64(77782.0), np.float64(71825.0), np.float64(192014.0), np.float64(22251.0), np.float64(97361.0), np.float64(156665.0), np.float64(31020.0), np.float64(22529.0), np.float64(68968.0), np.float64(193941.0), np.float64(247512.0), np.float64(107850.0), np.float64(151026.0), np.float64(103918.0), np.float64(2249.0)]"
1054,"[np.float64(32222.0), np.float64(132589.0), np.float64(197588.0), np.float64(113737.0), np.float64(33788.0), np.float64(23543.0), np.float64(37939.0), np.float64(160078.0), np.float64(121477.0), np.float64(34347.0), np.float64(200181.0), np.float64(168363.0), np.float64(249088.0), np.float64(4207.0), np.float64(143448.0), np.float64(133688.0), np.float64(177774.0), np.float64(9143.0), np.float64(170436.0), np.float64(12165.0), np.float64(32234.0), np.float64(100077.0), np.float64(70403.0), np.float64(134135.0), np.float64(19181.0), np.float64(104888.0), np.float64(109202.0), np.float64(98189.0), np.float64(246641.0), np.float64(82207.0), np.float64(35855.0), np.float64(51015.0), np.float64(188245.0), np.float64(195665.0), np.float64(214586.0), np.float64(70687.0), np.float64(119126.0), np.float64(237495.0), np.float64(45184.0), np.float64(248073.0), np.float64(247811.0), np.float64(123420.0), np.float64(115701.0), np.float64(185295.0), np.float64(16775.0), np.float64(76259.0), np.float64(249096.0), np.float64(221976.0), np.float64(227482.0), np.float64(52643.0)]"
691,"[np.float64(32222.0), np.float64(170436.0), np.float64(160078.0), np.float64(45184.0), np.float64(4207.0), np.float64(152510.0), np.float64(104888.0), np.float64(73682.0), np.float64(200014.0), np.float64(75567.0), np.float64(16775.0), np.float64(193014.0), np.float64(95136.0), np.float64(76259.0), np.float64(231113.0), np.float64(204569.0), np.float64(51805.0), np.float64(66129.0), np.float64(100077.0), np.float64(61770.0), np.float64(56909.0), np.float64(105768.0), np.float64(3689.0), np.float64(99040.0), np.float64(113711.0), np.float64(22174.0), np.float64(153464.0), np.float64(33788.0), np.float64(178288.0), np.float64(135686.0), np.float64(27407.0), np.float64(108167.0), np.float64(42133.0), np.float64(54069.0), np.float64(151091.0), np.float64(84506.0), np.float64(164343.0), np.float64(232798.0), np.float64(123251.0), np.float64(85273.0), np.float64(38908.0), np.float64(39891.0), np.float64(45481.0), np.float64(95981.0), np.float64(224654.0), np.float64(168363.0), np.float64(142991.0), np.float64(73222.0), np.float64(183625.0), np.float64(26838.0)]"
11,"[np.float64(111863.0), np.float64(71825.0), np.float64(78923.0), np.float64(39909.0), np.float64(209230.0), np.float64(117402.0), np.float64(223613.0), np.float64(184925.0), np.float64(100860.0), np.float64(40981.0), np.float64(180737.0), np.float64(2249.0), np.float64(21550.0), np.float64(222200.0), np.float64(19881.0), np.float64(154713.0), np.float64(7225.0), np.float64(177774.0), np.float64(37939.0), np.float64(39460.0), np.float64(53034.0), np.float64(97361.0), np.float64(198220.0), np.float64(181225.0), np.float64(42147.0), np.float64(121477.0), np.float64(85812.0), np.float64(233691.0), np.float64(219722.0), np.float64(42921.0), np.float64(19838.0), np.float64(236830.0), np.float64(34679.0), np.float64(68968.0), np.float64(66385.0), np.float64(144688.0), np.float64(250421.0), np.float64(236563.0), np.float64(235190.0), np.float64(6664.0), np.float64(73661.0), np.float64(204209.0), np.float64(9143.0), np.float64(102468.0), np.float64(26048.0), np.float64(49492.0), np.float64(23543.0), np.float64(25933.0), np.float64(197520.0), np.float64(240777.0)]"
431,"[np.float64(32222.0), np.float64(37939.0), np.float64(82207.0), np.float64(113737.0), np.float64(247811.0), np.float64(134135.0), np.float64(160078.0), np.float64(23543.0), np.float64(132589.0), np.float64(87268.0), np.float64(51015.0), np.float64(107850.0), np.float64(177774.0), np.float64(4207.0), np.float64(109202.0), np.float64(121477.0), np.float64(9143.0), np.float64(143448.0), np.float64(70403.0), np.float64(111863.0), np.float64(246641.0), np.float64(19181.0), np.float64(192049.0), np.float64(199280.0), np.float64(43248.0), np.float64(198220.0), np.float64(91819.0), np.float64(197588.0), np.float64(214586.0), np.float64(40743.0), np.float64(195665.0), np.float64(132320.0), np.float64(71825.0), np.float64(45286.0), np.float64(42981.0), np.float64(3149.0), np.float64(39701.0), np.float64(68968.0), np.float64(46394.0), np.float64(233688.0), np.float64(117402.0), np.float64(45184.0), np.float64(35855.0), np.float64(100077.0), np.float64(219722.0), np.float64(88467.0), np.float64(76259.0), np.float64(193014.0), np.float64(140325.0), np.float64(66056.0)]"
600,"[np.float64(38198.0), np.float64(58504.0), np.float64(16108.0), np.float64(179622.0), np.float64(176579.0), np.float64(23730.0), np.float64(231147.0), np.float64(55809.0), np.float64(164287.0), np.float64(106613.0), np.float64(225134.0), np.float64(130718.0), np.float64(33008.0), np.float64(35169.0), np.float64(142627.0), np.float64(123515.0), np.float64(183207.0), np.float64(34135.0), np.float64(95285.0), np.float64(103790.0), np.float64(97388.0), np.float64(115147.0), np.float64(64523.0), np.float64(215935.0), np.float64(137947.0), np.float64(4912.0), np.float64(146158.0), np.float64(246453.0), np.float64(70221.0), np.float64(106150.0), np.float64(127069.0), np.float64(82484.0), np.float64(192425.0), np.float64(204982.0), np.float64(190245.0), np.float64(133642.0), np.float64(160962.0), np.float64(108627.0), np.float64(15067.0), np.float64(187632.0), np.float64(152074.0), np.float64(124119.0), np.float64(19060.0), np.float64(151957.0), np.float64(57573.0), np.float64(35659.0), np.float64(92311.0), np.float64(129083.0), np.float64(204623.0), np.float64(138383.0)]"
716,"[np.float64(160078.0), np.float64(32222.0), np.float64(195665.0), np.float64(193014.0), np.float64(119126.0), np.float64(63735.0), np.float64(132589.0), np.float64(82397.0), np.float64(73682.0), np.float64(4207.0), np.float64(51805.0), np.float64(75567.0), np.float64(76259.0), np.float64(210292.0), np.float64(164343.0), np.float64(10294.0), np.float64(61399.0), np.float64(56909.0), np.float64(61770.0), np.float64(170436.0), np.float64(140325.0), np.float64(127063.0), np.float64(83904.0), np.float64(178288.0), np.float64(45184.0), np.float64(162791.0), np.float64(88467.0), np.float64(95136.0), np.float64(100077.0), np.float64(33788.0), np.float64(34347.0), np.float64(56686.0), np.float64(68959.0), np.float64(32206.0), np.float64(169949.0), np.float64(32234.0), np.float64(152510.0), np.float64(236433.0), np.float64(249088.0), np.float64(60937.0), np.float64(38908.0), np.float64(232491.0), np.float64(221976.0), np.float64(200181.0), np.float64(233582.0), np.float64(85273.0), np.float64(252213.0), np.float64(14567.0), np.float64(187211.0), np.float64(203828.0)]"
738,"[np.float64(87268.0), np.float64(177774.0), np.float64(9143.0), np.float64(220101.0), np.float64(132320.0), np.float64(156313.0), np.float64(121477.0), np.float64(11632.0), np.float64(59024.0), np.float64(29082.0), np.float64(39909.0), np.float64(63412.0), np.float64(43730.0), np.float64(190492.0), np.float64(102956.0), np.float64(238840.0), np.float64(38462.0), np.float64(219722.0), np.float64(130370.0), np.float64(51015.0), np.float64(245848.0), np.float64(115338.0), np.float64(103769.0), np.float64(160483.0), np.float64(168074.0), np.float64(148602.0), np.float64(134135.0), np.float64(74398.0), np.float64(117652.0), np.float64(95117.0), np.float64(93821.0), np.float64(40981.0), np.float64(46394.0), np.float64(45286.0), np.float64(21231.0), np.float64(169346.0), np.float64(204026.0), np.float64(138183.0), np.float64(194612.0), np.float64(198218.0), np.float64(47868.0), np.float64(208382.0), np.float64(246641.0), np.float64(232048.0), np.float64(68607.0), np.float64(151923.0), np.float64(218657.0), np.float64(113737.0), np.float64(70403.0), np.float64(14226.0)]"
1026,"[np.float64(4207.0), np.float64(32222.0), np.float64(45184.0), np.float64(123251.0), np.float64(136879.0), np.float64(238859.0), np.float64(137419.0), np.float64(80343.0), np.float64(199372.0), np.float64(187465.0), np.float64(129958.0), np.float64(27526.0), np.float64(84970.0), np.float64(168313.0), np.float64(20904.0), np.float64(169090.0), np.float64(47633.0), np.float64(194041.0), np.float64(53250.0), np.float64(144864.0), np.float64(228403.0), np.float64(224231.0), np.float64(210703.0), np.float64(42981.0), np.float64(66129.0), np.float64(197588.0), np.float64(29961.0), np.float64(20362.0), np.float64(33298.0), np.float64(131731.0), np.float64(217217.0), np.float64(239267.0), np.float64(106219.0), np.float64(222137.0), np.float64(215018.0), np.float64(95383.0), np.float64(68199.0), np.float64(69424.0), np.float64(241348.0), np.float64(75520.0), np.float64(154937.0), np.float64(226527.0), np.float64(151415.0), np.float64(16777.0), np.float64(102567.0), np.float64(130229.0), np.float64(123772.0), np.float64(183508.0), np.float64(231113.0), np.float64(93441.0)]"
685,"[np.float64(177774.0), np.float64(121477.0), np.float64(9143.0), np.float64(220101.0), np.float64(51015.0), np.float64(11632.0), np.float64(134135.0), np.float64(156313.0), np.float64(87268.0), np.float64(43730.0), np.float64(132320.0), np.float64(246641.0), np.float64(17823.0), np.float64(74398.0), np.float64(29082.0), np.float64(113737.0), np.float64(91819.0), np.float64(63412.0), np.float64(68607.0), np.float64(218657.0), np.float64(190492.0), np.float64(148602.0), np.float64(70403.0), np.float64(219722.0), np.float64(214586.0), np.float64(151923.0), np.float64(109202.0), np.float64(59024.0), np.float64(238840.0), np.float64(115338.0), np.float64(178527.0), np.float64(67484.0), np.float64(143448.0), np.float64(224787.0), np.float64(39909.0), np.float64(164326.0), np.float64(82207.0), np.float64(93821.0), np.float64(95117.0), np.float64(45286.0), np.float64(133688.0), np.float64(160483.0), np.float64(53034.0), np.float64(19181.0), np.float64(119428.0), np.float64(216970.0), np.float64(204026.0), np.float64(84044.0), np.float64(33185.0), np.float64(247811.0)]"
120,"[np.float64(32222.0), np.float64(45184.0), np.float64(4207.0), np.float64(152510.0), np.float64(160078.0), np.float64(170436.0), np.float64(73682.0), np.float64(75567.0), np.float64(95136.0), np.float64(76259.0), np.float64(108167.0), np.float64(105768.0), np.float64(15433.0), np.float64(204569.0), np.float64(193014.0), np.float64(3689.0), np.float64(61770.0), np.float64(29240.0), np.float64(84506.0), np.float64(113711.0), np.float64(56909.0), np.float64(51805.0), np.float64(54069.0), np.float64(135686.0), np.float64(42133.0), np.float64(164343.0), np.float64(45481.0), np.float64(22174.0), np.float64(220093.0), np.float64(75328.0), np.float64(85273.0), np.float64(116300.0), np.float64(141898.0), np.float64(142991.0), np.float64(14567.0), np.float64(76079.0), np.float64(178288.0), np.float64(124685.0), np.float64(169343.0), np.float64(119126.0), np.float64(95981.0), np.float64(203519.0), np.float64(79227.0), np.float64(38908.0), np.float64(39891.0), np.float64(140813.0), np.float64(226230.0), np.float64(117484.0), np.float64(164456.0), np.float64(71673.0)]"
66,"[np.float64(132589.0), np.float64(32234.0), np.float64(174487.0), np.float64(8138.0), np.float64(61399.0), np.float64(84789.0), np.float64(83741.0), np.float64(197588.0), np.float64(237495.0), np.float64(97065.0), np.float64(144362.0), np.float64(236072.0), np.float64(193873.0), np.float64(233582.0), np.float64(49732.0), np.float64(169949.0), np.float64(63735.0), np.float64(8788.0), np.float64(195665.0), np.float64(27146.0), np.float64(177397.0), np.float64(18002.0), np.float64(172474.0), np.float64(249096.0), np.float64(160078.0), np.float64(65511.0), np.float64(227992.0), np.float64(48931.0), np.float64(65924.0), np.float64(145216.0), np.float64(180104.0), np.float64(239346.0), np.float64(205041.0), np.float64(82397.0), np.float64(119126.0), np.float64(222559.0), np.float64(252213.0), np.float64(223499.0), np.float64(98910.0), np.float64(167909.0), np.float64(245531.0), np.float64(117352.0), np.float64(229600.0), np.float64(72522.0), np.float64(61415.0), np.float64(184651.0), np.float64(56686.0), np.float64(191316.0), np.float64(133385.0), np.float64(194971.0)]"
396,"[np.float64(132589.0), np.float64(160078.0), np.float64(195665.0), np.float64(32222.0), np.float64(197588.0), np.float64(61399.0), np.float64(97065.0), np.float64(127063.0), np.float64(249096.0), np.float64(174487.0), np.float64(82397.0), np.float64(32234.0), np.float64(193014.0), np.float64(8788.0), np.float64(119126.0), np.float64(104888.0), np.float64(186599.0), np.float64(42981.0), np.float64(164397.0), np.float64(237495.0), np.float64(63735.0), np.float64(8138.0), np.float64(141420.0), np.float64(68959.0), np.float64(88467.0), np.float64(233582.0), np.float64(14114.0), np.float64(188245.0), np.float64(208986.0), np.float64(169949.0), np.float64(75567.0), np.float64(140325.0), np.float64(198220.0), np.float64(56686.0), np.float64(157148.0), np.float64(170436.0), np.float64(236072.0), np.float64(83904.0), np.float64(245021.0), np.float64(83741.0), np.float64(60937.0), np.float64(172474.0), np.float64(4207.0), np.float64(100077.0), np.float64(48931.0), np.float64(186152.0), np.float64(224639.0), np.float64(21586.0), np.float64(114018.0), np.float64(221976.0)]"
640,"[np.float64(121477.0), np.float64(9143.0), np.float64(177774.0), np.float64(134135.0), np.float64(113737.0), np.float64(246641.0), np.float64(51015.0), np.float64(70403.0), np.float64(91819.0), np.float64(220101.0), np.float64(143448.0), np.float64(219722.0), np.float64(11632.0), np.float64(109202.0), np.float64(214586.0), np.float64(156313.0), np.float64(23543.0), np.float64(32222.0), np.float64(179033.0), np.float64(53034.0), np.float64(132320.0), np.float64(138183.0), np.float64(19181.0), np.float64(116891.0), np.float64(190492.0), np.float64(227482.0), np.float64(39909.0), np.float64(117402.0), np.float64(56974.0), np.float64(41041.0), np.float64(15064.0), np.float64(133688.0), np.float64(178454.0), np.float64(148602.0), np.float64(59024.0), np.float64(100921.0), np.float64(37939.0), np.float64(184925.0), np.float64(21118.0), np.float64(87268.0), np.float64(247811.0), np.float64(186724.0), np.float64(4207.0), np.float64(164326.0), np.float64(40981.0), np.float64(103200.0), np.float64(45286.0), np.float64(57661.0), np.float64(45184.0), np.float64(43730.0)]"
529,"[np.float64(32222.0), np.float64(160078.0), np.float64(4207.0), np.float64(45184.0), np.float64(76259.0), np.float64(193014.0), np.float64(23543.0), np.float64(152510.0), np.float64(9143.0), np.float64(56909.0), np.float64(75567.0), np.float64(197588.0), np.float64(170436.0), np.float64(73682.0), np.float64(121477.0), np.float64(61770.0), np.float64(113737.0), np.float64(88467.0), np.float64(3689.0), np.float64(177774.0), np.float64(54069.0), np.float64(132589.0), np.float64(27407.0), np.float64(178288.0), np.float64(84506.0), np.float64(135686.0), np.float64(105768.0), np.float64(221976.0), np.float64(195933.0), np.float64(113711.0), np.float64(32206.0), np.float64(169343.0), np.float64(204569.0), np.float64(9655.0), np.float64(232491.0), np.float64(95136.0), np.float64(52678.0), np.float64(100077.0), np.float64(22174.0), np.float64(38908.0), np.float64(37939.0), np.float64(76079.0), np.float64(206444.0), np.float64(195665.0), np.float64(108167.0), np.float64(51015.0), np.float64(116300.0), np.float64(95981.0), np.float64(29240.0), np.float64(246641.0)]"
702,"[np.float64(223613.0), np.float64(117756.0), np.float64(82207.0), np.float64(4207.0), np.float64(116891.0), np.float64(219757.0), np.float64(61399.0), np.float64(103175.0), np.float64(121097.0), np.float64(169949.0), np.float64(87268.0), np.float64(247512.0), np.float64(83121.0), np.float64(43248.0), np.float64(140325.0), np.float64(39909.0), np.float64(32222.0), np.float64(198220.0), np.float64(117402.0), np.float64(247811.0), np.float64(22529.0), np.float64(45184.0), np.float64(64468.0), np.float64(97064.0), np.float64(56686.0), np.float64(103861.0), np.float64(204935.0), np.float64(37939.0), np.float64(111863.0), np.float64(179282.0), np.float64(22251.0), np.float64(32206.0), np.float64(232212.0), np.float64(114247.0), np.float64(195665.0), np.float64(125009.0), np.float64(187665.0), np.float64(85812.0), np.float64(160078.0), np.float64(137869.0), np.float64(68968.0), np.float64(119126.0), np.float64(157752.0), np.float64(180737.0), np.float64(232491.0), np.float64(23543.0), np.float64(45286.0), np.float64(142578.0), np.float64(249136.0), np.float64(236830.0)]"
