playlist_idx,cluster,tracks_to_predict,random_recommendations,collaborative_filtering_recommendations,content_based_unweigted_recommendations,content_based_weigted_recommendations,hybrid_recommendations
60,3,"['18797' '20743' '242925' '158437' '199334' '94499' '204765' '62376'
 '120238' '97013']","[2529, 167405, 139915, 102325, 146710, 172291, 210898, 125911, 150961, 247877, 153587, 9218, 149561, 22179, 66379, 59154, 8371, 221318, 207120, 66323, 214468, 217875, 1388, 4294, 224366, 164687, 78625, 182489, 194267, 172353, 124201, 3748, 16090, 214292, 247718, 158676, 177292, 238871, 251874, 249499, 148994, 149277, 128733, 224814, 20513, 177105, 104563, 110803, 209994, 125414]","[76387, 135471, 97330, 135948, 130032, 168341, 232845, 53442, 231254, 218685, 157693, 84350, 161162, 169451, 38245, 241834, 54114, 129035, 135397, 60047, 230872, 193010, 58141, 3884, 46380, 175642, 75920, 23360, 219580, 241625, 31007, 11865, 94603, 136468, 109033, 27560, 233951, 73995, 78755, 87223, 150917, 208864, 186858, 178920, 108569, 71175, 51257, 131439, 131254, 30099]","[26657, 169451, 28819, 76387, 131752, 171412, 163964, 151359, 159098, 231109, 135471, 129035, 170876, 173524, 188600, 41721, 178920, 108908, 185380, 250441, 168341, 61465, 156321, 177736, 176295, 248148, 5256, 72286, 17888, 87902, 102881, 75654, 145133, 18031, 84126, 46394, 130032, 237275, 246756, 65305, 164240, 243920, 216909, 119621, 87223, 184159, 240704, 79611, 227206, 208254]","[28819, 97130, 61465, 219580, 185380, 184159, 112206, 13758, 218810, 112619, 130032, 194450, 151359, 227206, 126054, 178275, 44021, 41541, 237951, 131752, 1787, 179549, 129186, 153676, 129035, 182435, 188600, 16591, 193139, 111722, 47916, 139046, 171412, 26657, 129184, 113483, 80538, 240704, 208984, 66023, 75654, 58351, 192981, 163156, 150891, 89664, 169451, 65305, 243881, 125908]","[76387, 135471, 135948, 157693, 232845, 130032, 97330, 53442, 168341, 84350, 231254, 161162, 218685, 175642, 241834, 54114, 38245, 169451, 135397, 129035, 230872, 75920, 3884, 60047, 31007, 186858, 109033, 46380, 23360, 219580, 11865, 136468, 27560, 73995, 94603, 87223, 233951, 241625, 178920, 108569, 129186, 208864, 131254, 150917, 71175, 78755, 173821, 30099, 30659, 196408]"
64,3,"['245942' '201145' '69641' '150155' '68828' '52892' '72209' '231487'
 '107304' '225769']","[68161, 75741, 193645, 23356, 178101, 226786, 37574, 53982, 186495, 62175, 225445, 155181, 134502, 141949, 247172, 146306, 109189, 123006, 227586, 101002, 18786, 150467, 75105, 99336, 5991, 122611, 48650, 83298, 11454, 15023, 42252, 213637, 8171, 222975, 45135, 3161, 2642, 209013, 206562, 151112, 139905, 186821, 173794, 226438, 109073, 71169, 157802, 89360, 227751, 208575]","[208248, 121753, 94251, 122853, 181349, 218307, 187591, 116522, 157887, 224428, 30287, 221104, 181839, 8706, 120481, 150151, 246233, 125282, 53989, 213049, 20607, 172211, 232710, 73807, 150019, 188391, 175799, 183235, 134143, 248058, 70641, 76812, 48713, 162121, 244479, 182466, 43867, 123705, 72679, 165145, 144388, 147304, 219637, 152395, 56322, 176362, 76913, 23414, 165858, 250228]","[29052, 64892, 97130, 152619, 128753, 129186, 208248, 177055, 143105, 26272, 201117, 6543, 40743, 208565, 220179, 76387, 153844, 148380, 42303, 43962, 175642, 128957, 141508, 85540, 186690, 21934, 171881, 154072, 82207, 197332, 181839, 185893, 210490, 130368, 132395, 151898, 181225, 209374, 126346, 90867, 251568, 136468, 174557, 167726, 176346, 47081, 157752, 154312, 181245, 154544]","[234445, 251276, 96091, 208248, 204937, 171730, 60873, 96552, 135948, 203882, 84255, 129186, 153727, 131893, 6447, 82207, 220074, 26272, 37636, 144402, 185602, 232281, 115710, 27612, 207480, 97130, 123316, 109456, 233001, 29122, 241321, 61532, 150640, 133578, 213671, 194684, 191785, 35934, 9434, 135363, 249785, 250764, 33445, 11865, 95724, 154072, 174557, 109660, 57262, 214419]","[208248, 94251, 122853, 181839, 121753, 224428, 157887, 150151, 181349, 218307, 8706, 232710, 246233, 213049, 188391, 172211, 30287, 187591, 150019, 20607, 116522, 53989, 175799, 70641, 183235, 244479, 182466, 123705, 76812, 48713, 221104, 240955, 147304, 165145, 184785, 73807, 227353, 56322, 176362, 3253, 76913, 178066, 130036, 182995, 90867, 184315, 156459, 120481, 21934, 194684]"
72,2,"['113479' '91336' '9855' '31272' '148614' '199284' '103612' '72619'
 '191269' '248305']","[223480, 61163, 199611, 51895, 114934, 115618, 62936, 180810, 32563, 216145, 231484, 95341, 25958, 9458, 105205, 45423, 68899, 50801, 109601, 66992, 42827, 186336, 16093, 162901, 142976, 187659, 24547, 52811, 96126, 250773, 68284, 13202, 243969, 188820, 145702, 191583, 31757, 144661, 227031, 118941, 203708, 108027, 78494, 61025, 141132, 177194, 226756, 64260, 39917, 93345]","[86790, 86135, 64550, 221079, 237495, 216374, 84826, 193787, 50047, 103098, 54047, 58505, 143123, 237415, 218755, 203557, 153789, 229720, 191177, 7627, 140314, 129996, 230184, 49453, 190816, 130094, 216252, 207513, 189386, 19825, 104413, 65433, 83741, 131429, 82682, 46586, 72522, 174420, 204678, 217892, 77655, 16252, 65143, 241787, 149917, 151584, 245084, 180201, 234425, 143095]","[250306, 208248, 237495, 29052, 71907, 149917, 163621, 19278, 26659, 156298, 245084, 36171, 232281, 237818, 97904, 33309, 86790, 106903, 191269, 219881, 230729, 180201, 126197, 93035, 54119, 248305, 190011, 53497, 123133, 194633, 138601, 235367, 169067, 142807, 39491, 203253, 58917, 131429, 130724, 248921, 63230, 50047, 21189, 203494, 153685, 204990, 50662, 191316, 164095, 219500]","[250306, 156298, 191269, 232281, 26659, 149917, 237818, 123797, 237495, 51129, 164095, 250011, 31218, 169201, 86135, 113059, 37532, 120212, 54119, 71907, 245084, 86790, 83741, 234471, 131429, 168451, 203494, 14573, 63230, 173630, 115552, 203643, 124237, 203253, 99318, 147415, 208248, 221079, 34573, 96809, 142482, 25286, 53497, 29194, 191426, 153685, 199756, 51702, 122425, 53989]","[86790, 86135, 64550, 237495, 193787, 221079, 216374, 84826, 50047, 58505, 103098, 143123, 54047, 237415, 218755, 153789, 203557, 229720, 7627, 140314, 191177, 129996, 49453, 189386, 65433, 130094, 216252, 46586, 190816, 83741, 230184, 207513, 82682, 19825, 204678, 131429, 72522, 245084, 149917, 249109, 143095, 16252, 174420, 241787, 6089, 65143, 77655, 104413, 217892, 99481]"
85,2,"['86790' '190899' '125706' '77483' '193595' '152904' '220612' '235367'
 '86135' '243245']","[209261, 127673, 50504, 171319, 48168, 94186, 53549, 252212, 221783, 15492, 122922, 250750, 173301, 93995, 100221, 114972, 149328, 104838, 11400, 146740, 171571, 213277, 119084, 85707, 115621, 143608, 105299, 68939, 65679, 57646, 123516, 161517, 17124, 61567, 240123, 53573, 167409, 171957, 228244, 166457, 121911, 55945, 163992, 9915, 74056, 108498, 73621, 107270, 222180, 77665]","[235367, 221079, 116049, 203557, 216374, 86790, 237415, 216240, 210354, 68922, 190816, 184725, 30051, 72522, 53497, 195884, 151584, 250306, 191316, 64550, 65433, 215457, 58505, 8445, 54047, 63084, 130094, 242528, 158927, 50047, 103098, 99868, 203253, 230184, 231797, 187773, 27071, 7627, 75949, 139096, 17976, 153789, 200459, 140167, 122751, 6089, 177405, 157873, 90768, 218755]","[250306, 29052, 208248, 237495, 71907, 156298, 19278, 194633, 237818, 149917, 219881, 36171, 245084, 232281, 97904, 163621, 106903, 54119, 93035, 180201, 191269, 86790, 230729, 169067, 39491, 53497, 235367, 248305, 216470, 50662, 50047, 190011, 138601, 26659, 33309, 186883, 63230, 126197, 235722, 147511, 54630, 130724, 164095, 248921, 35237, 145179, 46586, 242528, 212343, 209953]","[156298, 191269, 123797, 232281, 149917, 237495, 237818, 250306, 26659, 86135, 245084, 13597, 164095, 31218, 51129, 50047, 168451, 36171, 37532, 46586, 229720, 29194, 110708, 86790, 169201, 112229, 54119, 97904, 221079, 124237, 147415, 203494, 34573, 207754, 99318, 191426, 25286, 53497, 16769, 65052, 208248, 131429, 234471, 72222, 122353, 177254, 113059, 193787, 21189, 66575]","[235367, 221079, 203557, 116049, 86790, 237415, 210354, 216240, 68922, 190816, 216374, 30051, 72522, 184725, 195884, 151584, 53497, 64550, 250306, 191316, 54047, 65433, 8445, 215457, 58505, 63084, 158927, 130094, 50047, 242528, 6089, 27071, 139096, 230184, 231797, 203253, 99868, 103098, 140167, 75949, 187773, 17976, 177405, 218755, 7627, 90768, 250666, 157873, 122751, 251815]"
108,3,"['182995' '114247' '48492' '66719' '37999' '22529' '182940' '183235'
 '99267' '69474']","[180585, 168108, 135865, 184202, 23407, 124790, 120222, 136788, 17425, 20486, 147213, 203696, 116638, 37663, 75149, 221669, 148359, 243216, 186929, 74530, 98535, 235615, 32240, 213876, 129165, 70460, 185946, 141663, 56198, 161007, 55845, 142787, 127413, 65015, 242078, 142819, 19049, 132137, 132413, 250112, 13756, 61403, 136821, 211078, 221166, 126435, 78442, 153246, 78852, 178470]","[34094, 246233, 122597, 217729, 192501, 56322, 220179, 83411, 183235, 196582, 192480, 205408, 6666, 112333, 76812, 116456, 41041, 130947, 99309, 197030, 36901, 12164, 198976, 208382, 235751, 232729, 178066, 187948, 117402, 137221, 143682, 83301, 67123, 160121, 243474, 207104, 227353, 125282, 228721, 153713, 33317, 849, 64220, 241648, 182995, 174557, 37999, 52260, 21934, 169034]","[29052, 168149, 129186, 96667, 52260, 141508, 95510, 130368, 162552, 21931, 147304, 139238, 62344, 16134, 182388, 146192, 143105, 34959, 86987, 227894, 195516, 6543, 87806, 154072, 90124, 187874, 25756, 113700, 43962, 183688, 241395, 26272, 245519, 150640, 176346, 36901, 98178, 110309, 215350, 212099, 249287, 152619, 10182, 66056, 121753, 201136, 208565, 219648, 4299, 184281]","[129186, 60873, 147304, 164949, 247320, 9434, 194684, 63241, 181225, 102680, 208382, 168149, 90867, 84255, 7225, 16964, 89370, 53441, 27490, 6447, 86987, 52260, 26048, 154321, 205688, 80445, 117402, 183688, 111863, 227901, 29122, 87806, 43962, 57687, 115640, 21766, 171745, 24451, 142344, 95724, 123316, 115710, 87043, 203882, 22529, 83387, 26657, 102256, 9570, 244723]","[246233, 34094, 122597, 56322, 83411, 192501, 217729, 220179, 196582, 183235, 205408, 76812, 192480, 6666, 112333, 99309, 130947, 116456, 36901, 41041, 197030, 117402, 12164, 198976, 208382, 187948, 178066, 235751, 137221, 232729, 83301, 243474, 143682, 207104, 67123, 33317, 153713, 125282, 160121, 228721, 64220, 849, 182995, 241648, 227353, 52260, 37999, 21934, 177774, 10133]"
121,1,"['32118' '214936' '9028' '205999' '245084' '83712' '11830' '26996'
 '186137' '164178']","[94722, 249636, 178713, 66402, 87729, 200750, 168208, 78623, 91824, 30387, 6488, 155651, 10919, 219912, 67676, 61635, 203167, 2368, 1220, 198826, 9437, 37193, 74122, 29384, 241833, 163591, 163598, 25672, 228159, 214687, 241784, 184893, 90175, 123618, 36236, 212479, 109631, 22059, 230152, 220758, 139107, 225649, 110752, 70636, 130972, 75514, 175000, 58621, 164221, 236684]","[163571, 249870, 47657, 154321, 244627, 113368, 172218, 1287, 219221, 29246, 229551, 174692, 5889, 87806, 237978, 139257, 111863, 143682, 201211, 79687, 35237, 196631, 140469, 32244, 57996, 227395, 180201, 251617, 51805, 49096, 191177, 109660, 225940, 212881, 247820, 134641, 102026, 114702, 165398, 102680, 127430, 207476, 157771, 71825, 219789, 9331, 168606, 71308, 237774, 198183]","[208248, 250306, 245084, 26659, 59604, 56156, 243869, 182297, 154312, 219637, 121753, 14364, 237495, 180201, 219881, 193787, 97301, 3939, 232281, 174796, 57996, 94978, 149636, 140469, 79059, 29246, 24004, 111552, 72820, 79377, 151297, 251276, 129186, 191313, 82657, 191471, 72973, 162725, 69460, 51993, 210624, 104302, 223858, 1044, 131355, 161430, 124281, 33687, 88393, 123704]","[96552, 208248, 250382, 129186, 249785, 151297, 245084, 147415, 14364, 243869, 250306, 63221, 35237, 235367, 191313, 88393, 218275, 104302, 180201, 29246, 203643, 137291, 9052, 194008, 38256, 223858, 234445, 232281, 229720, 83712, 75902, 122708, 176525, 82657, 53989, 245656, 59604, 24004, 191471, 2266, 149636, 112272, 140411, 49570, 219343, 97904, 57902, 102192, 56156, 228478]","[163571, 249870, 47657, 244627, 154321, 172218, 113368, 1287, 219221, 29246, 229551, 201211, 5889, 143682, 174692, 237978, 79687, 87806, 139257, 111863, 196631, 32244, 140469, 180201, 35237, 251617, 227395, 51805, 57996, 212881, 49096, 191177, 109660, 225940, 102026, 168606, 247820, 165398, 157771, 127430, 102680, 134641, 71825, 118317, 207476, 6666, 20673, 171852, 9331, 71308]"
126,0,"['44464' '102376' '71412' '185342' '35952' '238868' '195975' '16611'
 '141059' '201787']","[247419, 194262, 41543, 109859, 2878, 89789, 101050, 116509, 129248, 125381, 61813, 126984, 219156, 251355, 70805, 122593, 86665, 134294, 5867, 18139, 24443, 16779, 222034, 17162, 98597, 43244, 117053, 234178, 186892, 69144, 119595, 113748, 57637, 231483, 244603, 219503, 56081, 57164, 51486, 152499, 38062, 18615, 132891, 249193, 2496, 112095, 72576, 236732, 208212, 5219]","[33882, 61260, 239354, 148576, 58073, 181349, 132243, 121753, 80649, 212824, 90560, 114167, 226723, 148282, 35237, 85947, 224606, 203526, 224569, 36527, 151180, 189505, 6666, 122853, 173097, 203253, 168467, 94846, 39150, 7080, 211409, 251505, 82142, 237415, 194274, 142306, 151208, 43876, 52765, 42632, 19832, 180819, 72437, 233480, 248435, 61073, 219224, 237650, 53989, 114863]","[20282, 100692, 69460, 137779, 192635, 16577, 146004, 182956, 250210, 215579, 232169, 37401, 2340, 78028, 230127, 68527, 72709, 113182, 10200, 244532, 244061, 20029, 120210, 126104, 178920, 242879, 213691, 70846, 236686, 137693, 147585, 242540, 216002, 93347, 236725, 12972, 137520, 176941, 188600, 130471, 188386, 40657, 95009, 90274, 156841, 12511, 51967, 5482, 5653, 249482]","[130471, 27192, 139498, 183230, 123527, 113182, 204757, 117405, 212800, 243768, 112619, 120210, 143570, 130798, 29875, 12972, 97236, 149656, 175894, 144397, 109915, 148128, 75258, 5281, 195805, 75864, 23823, 243618, 140734, 166383, 41390, 1361, 84170, 210264, 219197, 18835, 120266, 242879, 137664, 94146, 229, 43462, 142299, 185907, 47566, 232310, 24116, 82687, 158533, 225820]","[181349, 239354, 58073, 61260, 80649, 132243, 212824, 148576, 114167, 148282, 90560, 224606, 226723, 224569, 33882, 203526, 121753, 189505, 82142, 43876, 85947, 151180, 42632, 114863, 40844, 61073, 19832, 248435, 173097, 195573, 203914, 230921, 194274, 242528, 188391, 140731, 10612, 50195, 42132, 249395, 122853, 143711, 39150, 120481, 115063, 211409, 7080, 155027, 125282, 82653]"
165,1,"['159069' '143628' '109689' '115663' '73955' '105231' '140857' '233005'
 '6320' '27247']","[33070, 139051, 21524, 22623, 85183, 118288, 64244, 230183, 210614, 92020, 244747, 21984, 81070, 193552, 120087, 37505, 95267, 87072, 201243, 134244, 39368, 249480, 226329, 79736, 160712, 169250, 245288, 190765, 114518, 85184, 37259, 36010, 125571, 68823, 98639, 127743, 45150, 3836, 152949, 47820, 226752, 54986, 242096, 210655, 20288, 215398, 4104, 139191, 16373, 202421]","[27407, 86790, 209437, 229720, 124094, 131355, 116049, 121753, 63263, 245084, 242528, 191177, 35237, 233897, 118618, 203253, 50047, 135193, 130724, 64550, 206765, 235367, 232281, 180201, 203557, 44387, 68163, 62064, 131429, 237495, 193787, 103098, 169595, 215457, 11830, 9092, 2125, 216374, 153789, 40301, 219734, 128223, 170299, 241312, 236961, 96114, 83674, 190008, 39687, 144118]","[208248, 59604, 245084, 121753, 14364, 251276, 154312, 56156, 250306, 180201, 26659, 219637, 193787, 182297, 188391, 242528, 79377, 149636, 9052, 234445, 163621, 3939, 94978, 237495, 224295, 174796, 165876, 232281, 140411, 24004, 82657, 29052, 151297, 184975, 223858, 243869, 57996, 103403, 191313, 111552, 10377, 167685, 199228, 219881, 149917, 207780, 73908, 97904, 106017, 180329]","[96552, 218275, 234445, 9052, 203643, 26659, 208248, 129186, 250382, 250306, 59604, 97904, 147415, 153712, 191471, 104302, 169201, 10113, 14364, 56156, 82657, 129429, 142482, 17758, 183863, 235367, 137291, 115611, 53989, 122708, 121136, 35237, 223858, 70996, 245084, 89818, 234425, 219734, 106421, 177254, 83712, 229720, 249785, 140857, 226499, 193787, 240182, 115283, 52357, 251276]","[27407, 229720, 86790, 209437, 124094, 191177, 63263, 131355, 116049, 50047, 245084, 235367, 121753, 35237, 135193, 118618, 242528, 233897, 232281, 203253, 206765, 237495, 44387, 103098, 180201, 130724, 193787, 68163, 62064, 203557, 131429, 64550, 2125, 215457, 40301, 11830, 9092, 153789, 169595, 221079, 128223, 170299, 236961, 96114, 124237, 39687, 216374, 190008, 204273, 195884]"
179,1,"['227920' '179528' '98472' '68607' '112343' '27839' '129191' '185679'
 '26791' '174227']","[218626, 250569, 166144, 160257, 12862, 158990, 57160, 191485, 59707, 137774, 244196, 62290, 58279, 211371, 75462, 62169, 73014, 193939, 64511, 55710, 144757, 71666, 172588, 95211, 104859, 132389, 347, 134127, 210585, 233836, 53530, 117382, 231498, 178952, 240260, 4212, 181039, 93087, 24640, 41165, 50232, 19191, 113187, 18017, 3624, 242139, 109916, 25263, 18233, 7797]","[139020, 33216, 244723, 250245, 128945, 162981, 99015, 226215, 139118, 99230, 37472, 194342, 169812, 72347, 243131, 41185, 77255, 112787, 12262, 222741, 158334, 244728, 175068, 71894, 24713, 206182, 223247, 242528, 143059, 216685, 170138, 78095, 112722, 3590, 213894, 130388, 208995, 57687, 196014, 179438, 131216, 113301, 172515, 75949, 174011, 208661, 203557, 141508, 21232, 63624]","[117402, 206182, 204466, 156509, 70274, 130368, 120589, 14226, 72347, 38462, 247811, 241650, 31350, 174390, 159494, 115338, 241395, 64104, 245848, 128945, 130588, 105463, 39909, 9570, 124617, 21646, 191410, 87172, 156343, 64553, 208382, 109474, 116487, 154822, 158054, 212367, 93821, 147338, 42921, 236218, 92419, 45553, 95510, 110478, 179849, 228434, 218600, 33453, 244723, 142855]","[45553, 21098, 62480, 1017, 226073, 38462, 139118, 99230, 164664, 46682, 211890, 162908, 211398, 62747, 34388, 138431, 157233, 22784, 130368, 126451, 38892, 217317, 156343, 251282, 107233, 38929, 67495, 124946, 63624, 72347, 129092, 174390, 116294, 185813, 165302, 217480, 182492, 139020, 104586, 10307, 245848, 5019, 177072, 120589, 123901, 187657, 139646, 23583, 4869, 59505]","[139020, 244723, 33216, 99015, 128945, 162981, 250245, 169812, 194342, 226215, 41185, 99230, 139118, 72347, 37472, 243131, 12262, 77255, 112787, 24713, 244728, 71894, 158334, 223247, 175068, 78095, 222741, 143059, 206182, 130388, 208995, 112722, 179438, 170138, 113301, 216685, 237495, 172515, 3590, 196014, 174011, 213894, 75949, 131216, 17707, 142373, 59024, 208661, 53102, 63624]"
183,2,"['39039' '219881' '30837' '198871' '229720' '184445' '82821' '83741'
 '96497' '145589']","[57492, 220113, 241261, 70174, 182067, 211977, 224887, 79578, 178479, 24413, 191730, 125034, 150535, 147352, 125059, 62966, 18826, 124899, 166901, 41234, 58079, 15335, 211386, 139595, 124464, 188295, 192784, 139765, 221048, 204784, 105550, 57826, 247853, 184637, 84084, 224893, 77691, 204015, 222505, 116595, 205113, 155418, 55928, 182249, 118088, 183492, 21655, 159667, 189116, 97089]","[86790, 50047, 64550, 129996, 49453, 54047, 131429, 190899, 90973, 68163, 53497, 166690, 149917, 116049, 245084, 216374, 218755, 83741, 221079, 58505, 62757, 174420, 237495, 19825, 77655, 44331, 156298, 191177, 5427, 143123, 74662, 5894, 153789, 219734, 106017, 103098, 16769, 203557, 158927, 60803, 96809, 139096, 107507, 237415, 122751, 84826, 14075, 82682, 87793, 68844]","[237818, 208248, 250306, 237495, 123797, 1578, 29052, 216470, 156298, 86790, 63352, 93035, 149917, 73914, 216283, 163621, 230016, 232281, 19278, 250011, 126197, 39491, 86283, 191269, 245084, 164920, 203253, 177254, 54119, 139096, 62757, 97904, 187773, 44898, 139632, 90967, 248305, 71907, 110207, 16252, 240182, 224916, 91051, 21189, 203494, 249970, 227992, 29194, 131788, 230729]","[123797, 54119, 244454, 29194, 191269, 156298, 71907, 250306, 237495, 237818, 39491, 149917, 173630, 250011, 51129, 31218, 19278, 63876, 45849, 14573, 51702, 9705, 169236, 234471, 176340, 63221, 147415, 232281, 77273, 37532, 117483, 208248, 162745, 113059, 29217, 186883, 52495, 153685, 131429, 48249, 211000, 203494, 63654, 63230, 241787, 65451, 190011, 199756, 96809, 16769]","[86790, 50047, 129996, 64550, 49453, 131429, 190899, 53497, 149917, 90973, 54047, 166690, 68163, 216374, 245084, 83741, 116049, 221079, 58505, 218755, 103098, 44331, 237495, 74662, 174420, 156298, 62757, 60803, 77655, 19825, 96809, 5427, 153789, 87793, 191177, 106017, 143123, 107507, 122751, 203557, 130724, 14075, 68844, 158927, 139096, 5894, 189386, 237415, 197429, 182651]"
188,3,"['79687' '127430' '45133' '138629' '190459' '97482' '33571' '155777'
 '157240' '15671']","[41286, 158443, 118996, 20376, 100342, 73477, 211906, 240788, 182383, 124439, 63801, 105481, 215420, 74826, 167635, 65648, 105133, 184691, 20003, 216133, 240052, 183321, 218035, 110285, 231956, 215112, 148043, 171409, 246621, 170269, 152953, 222655, 4669, 209632, 235656, 175626, 33146, 163664, 212062, 164824, 107073, 122728, 130230, 109454, 117409, 99300, 39789, 4946, 125741, 149898]","[191313, 34319, 113368, 183688, 89133, 154321, 244627, 249870, 177435, 219221, 51431, 140469, 174692, 5889, 229551, 57996, 237978, 196631, 153712, 22005, 161772, 111863, 225940, 139257, 51805, 32244, 195238, 146012, 207476, 49096, 247450, 143682, 219637, 127173, 15671, 212881, 127430, 165398, 134641, 171852, 15268, 149710, 243916, 102680, 237774, 42652, 102026, 212944, 114702, 249070]","[29246, 228478, 82545, 119111, 112292, 81876, 87134, 176295, 189054, 57243, 210624, 107627, 176611, 10172, 32244, 178035, 217516, 142102, 191177, 81691, 232120, 157198, 124071, 79611, 237942, 29165, 3916, 179502, 58531, 69430, 234501, 174796, 114637, 46900, 173195, 236563, 222537, 204569, 55197, 39891, 123407, 156477, 110474, 135627, 166383, 95030, 184975, 114007, 40208, 138954]","[28819, 29246, 130032, 7897, 58351, 168341, 19789, 228478, 201685, 80352, 247058, 9373, 124603, 37900, 184159, 82545, 246267, 76695, 129035, 118771, 112292, 101856, 144636, 235354, 106751, 4891, 219599, 160679, 77556, 242925, 154435, 248431, 206884, 81565, 189201, 147776, 197519, 71135, 236433, 110973, 55178, 30706, 129186, 131254, 176295, 202694, 32317, 159482, 61465, 100456]","[191313, 34319, 113368, 183688, 89133, 154321, 244627, 177435, 249870, 219221, 174692, 5889, 229551, 51431, 140469, 237978, 57996, 161772, 22005, 196631, 153712, 143682, 146012, 111863, 32244, 139257, 49096, 51805, 207476, 247450, 195238, 225940, 219637, 127430, 171852, 15671, 134641, 212881, 165398, 102680, 42652, 15268, 127173, 149710, 251617, 212944, 237774, 164042, 243916, 249070]"
198,1,"['202104' '163566' '160231' '14182' '132812' '128418' '250306' '163094'
 '35237' '98068']","[48417, 102388, 208898, 171979, 169070, 72425, 197509, 2766, 183799, 98141, 71320, 69560, 241264, 84053, 182011, 100405, 107916, 95443, 152110, 11240, 167776, 56438, 232525, 118298, 25298, 192887, 49022, 104, 184263, 231978, 118741, 230252, 147330, 65231, 39931, 161570, 220098, 109066, 240992, 190592, 30672, 168536, 60637, 125125, 137556, 173118, 234654, 206172, 246882, 99836]","[249785, 35237, 6666, 191177, 26659, 250306, 116049, 181596, 119775, 122336, 202106, 102026, 237495, 152463, 86790, 234647, 57996, 231840, 235367, 104413, 86424, 68844, 72522, 153789, 245858, 56156, 63352, 16769, 24004, 247450, 167186, 223774, 30051, 181640, 93035, 110461, 168606, 208658, 203557, 64550, 121753, 136850, 104659, 71481, 202104, 24902, 45282, 175382, 249109, 216374]","[93035, 29052, 250306, 123704, 44263, 234445, 26659, 219881, 59604, 219524, 119775, 63352, 218275, 241891, 144402, 96387, 201377, 32684, 220074, 180201, 249785, 204569, 221079, 57262, 20673, 82545, 1578, 145268, 217340, 103886, 56156, 143337, 9373, 29246, 20477, 10765, 83912, 100981, 107627, 191785, 62048, 35237, 228478, 80073, 235367, 97301, 27612, 246233, 191673, 211245]","[96552, 250306, 26659, 93035, 218275, 119775, 44263, 29246, 123704, 149917, 180201, 63352, 205694, 9052, 66303, 29052, 14364, 3939, 59604, 101816, 53989, 154312, 241891, 221079, 23146, 177254, 100922, 250382, 208248, 242528, 235367, 228478, 12183, 237495, 104065, 103098, 157345, 141174, 107627, 150507, 57065, 201915, 219881, 247144, 32244, 205833, 215181, 151879, 236433, 100981]","[249785, 6666, 191177, 35237, 26659, 250306, 119775, 181596, 116049, 237495, 122336, 68844, 202106, 57996, 152463, 234647, 102026, 231840, 104413, 93035, 247450, 245858, 86424, 24004, 203557, 63352, 56156, 223774, 121753, 235367, 64550, 167186, 181640, 208658, 104659, 72522, 86790, 168606, 71481, 216374, 175382, 245418, 242528, 191313, 136850, 110461, 30051, 110859, 17731, 37636]"
211,0,"['123412' '248032' '167483' '70394' '77460' '240872' '245418' '199172'
 '165162' '229346']","[184177, 69881, 200451, 38397, 79341, 148730, 126909, 133290, 240164, 112812, 144391, 57135, 131119, 129667, 223830, 126085, 70933, 60295, 100965, 156156, 4826, 190313, 40748, 116086, 5522, 213898, 91140, 169727, 252018, 215850, 192218, 107271, 162327, 28313, 244269, 13166, 164853, 148150, 246237, 137395, 182682, 191692, 64986, 21862, 211275, 122548, 228364, 25101, 38100, 209742]","[245418, 186258, 32793, 225394, 167934, 226684, 64861, 77189, 73413, 83087, 13191, 145634, 247083, 50124, 212784, 85508, 251981, 215498, 168281, 23252, 30534, 154435, 73321, 176517, 101857, 236181, 12798, 241388, 89801, 154977, 249916, 97551, 181133, 126330, 144575, 128399, 60304, 180372, 203184, 62531, 24943, 26840, 61272, 203927, 53316, 201765, 80496, 92506, 87380, 170831]","[123704, 29052, 93035, 26659, 3939, 59604, 32684, 250306, 44263, 63352, 97301, 154312, 219881, 59418, 64166, 249785, 118771, 207476, 19344, 96387, 119775, 204569, 112272, 235385, 69001, 210071, 164507, 57902, 20673, 218275, 180201, 103886, 217340, 9373, 32156, 162608, 234445, 101856, 122336, 9052, 100981, 153844, 86141, 193109, 46900, 129186, 29246, 246990, 44164, 1297]","[123704, 93035, 118771, 235367, 249785, 44263, 96552, 58917, 14364, 218275, 236433, 57902, 180201, 29246, 119775, 53989, 201915, 208248, 227260, 223175, 221728, 225394, 88393, 191313, 138983, 19108, 57999, 26659, 243869, 13245, 207780, 29052, 204158, 193787, 106430, 205833, 235722, 31030, 140813, 9373, 129186, 79687, 233691, 228478, 126330, 145125, 151297, 141420, 109226, 97551]","[245418, 186258, 32793, 225394, 167934, 226684, 64861, 73413, 83087, 77189, 85508, 212784, 247083, 145634, 13191, 50124, 30534, 251981, 23252, 168281, 154435, 241388, 101857, 215498, 176517, 73321, 236181, 89801, 12798, 126330, 154977, 249916, 97551, 181133, 144575, 203184, 60304, 26840, 180372, 128399, 203927, 61272, 62531, 24943, 80496, 53316, 133000, 201765, 170831, 199180]"
